Created by Online2PDF.com,,,,,,,,,,
TABEL BUKU INDUK,,,,,,,,,,
Ex JAKARTA - EFEKTIF: 15 APRIL 2013,,,,,,,,,,
Wilayah Kota,,,,,,,,,,
abc,,,,,,,,,,
Coding,,Kabupaten,Kecamatan,City Code,,,OKE,,TARIF YES,Page
,,,,,TARIF,ETD,TARIF,ETD,,
,,,,,,,,,,
BDJ20508,,Tampin,Piani,BDJ,53000,5 - 7,45000,6 - 8,-,3
BDJ20509,,Tampin,Salam Babaris,BDJ,42000,3 - 5,36000,5 - 7,-,3
BDJ20510,,Tampin,Tapin Tengah,BDJ,42000,3 - 5,36000,5 - 7,-,3
BDJ20511,,Tampin,Tapin Selatan,BDJ,42000,3 - 5,36000,5 - 7,-,3
BDJ20512,,Tampin,Tapin Utara,BDJ,42000,3 - 5,36000,5 - 7,-,3
BDJ20700,,Barito Utara,Muara Teweh,BDJ,42000,3 - 5,36000,5 - 7,-,3
BDJ20701,,Barito Utara,Gunung Purei,BDJ,53000,5 - 7,45000,6 - 8,-,3
BDJ20702,,Barito Utara,Gunung Timang,BDJ,53000,5 - 7,45000,6 - 8,-,3
BDJ20703,,Barito Utara,Lahei,BDJ,53000,5 - 7,45000,6 - 8,-,3
BDJ20704,,Barito Utara,Montalat,BDJ,53000,5 - 7,45000,6 - 8,-,3
BDJ20705,,Barito Utara,Teweh Timur,BDJ,53000,5 - 7,45000,6 - 8,-,3
BDJ20706,,Barito Utara,Teweh Tengah,BDJ,53000,5 - 7,45000,6 - 8,-,3
BDJ20800,,Barito Timur,Tamiang Layang,BDJ,42000,3 - 5,36000,5 - 7,-,4
BDJ20801,,Barito Timur,Awang,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20802,,Barito Timur,Benua Lima,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20803,,Barito Timur,Dusun Tengah,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20804,,Barito Timur,Patangkep Tutui,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20805,,Barito Timur,Pematang Karau,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20806,,Barito Timur,Dusun Timur,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20900,,Murung Raya,Puruk Cahu,BDJ,42000,3 - 5,36000,5 - 7,-,4
BDJ20901,,Murung Raya,Laung Tuhup,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20902,,Murung Raya,Permata Intan,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20903,,Murung Raya,Sumber Barito,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20904,,Murung Raya,Tanah Siang,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ20905,,Murung Raya,Murung,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21100,,Barito Selatan,Buntok,BDJ,42000,3 - 5,36000,5 - 7,-,4
BDJ21102,,Barito Selatan,Dusun Hilir,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21103,,Barito Selatan,Dusun Utara,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21104,,Barito Selatan,Jenamas,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21105,,Barito Selatan,Karau Kuala,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21107,,Barito Selatan,Dusun Selatan,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21108,,Barito Selatan,Gunung Bintang Awai,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21200,,Balangan,Paringin,BDJ,42000,3 - 5,36000,5 - 7,-,4
BDJ21201,,Balangan,Awayan,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21202,,Balangan,Batu Mandi,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21203,,Balangan,Halong,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21204,,Balangan,Juai,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21205,,Balangan,Lampihong,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21300,,Tanah Bambu,Batu Licin,BDJ,42000,3 - 5,36000,5 - 7,-,4
BDJ21301,,Tanah Bambu,Kusan Hilir,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21302,,Tanah Bambu,Kusan Hulu,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21303,,Tanah Bambu,Satui,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDJ21304,,Tanah Bambu,Sungai Loban,BDJ,53000,5 - 7,45000,6 - 8,-,4
BDO10000,,Bandung,Bandung,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10002,,Bandung,Cibiru,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10018,,Bandung,Ujungberung,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10037,,Bandung,Sukasari,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10038,,Bandung,Cicadas,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10039,,Bandung,Cidadap,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10040,,Bandung,Lengkong,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10041,,Bandung,Andir,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10042,,Bandung,Arcamanik,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10043,,Bandung,Astanaanyar,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10044,,Bandung,Babakanciparay,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10045,,Bandung,Bandung Kidul,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10046,,Bandung,Bandung Kulon,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10047,,Bandung,Bandung Wetan,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10048,,Bandung,Batununggal,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10049,,Bandung,Bojongloa Kaler,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10050,,Bandung,Bojongloa Kidul,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10051,,Bandung,Cibeunying Kaler,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10052,,Bandung,Cibeunying Kidul,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10053,,Bandung,Cicendo,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10054,,Bandung,Coblong,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10055,,Bandung,Kiaracondong,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10056,,Bandung,Margacinta,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10057,,Bandung,Rancasari,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10058,,Bandung,Regol,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10059,,Bandung,Sukajadi,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10060,,Bandung,Sumurbandung,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10100,,Bandung,Soreang,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10101,,Bandung,Arjasari,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10102,,Bandung,Baleendah,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10103,,Bandung,Banjaran,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10104,,Bandung,Bojong Soang,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10105,,Bandung,Cangkuang,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10106,,Bandung,Cicalengka,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10107,,Bandung,Cikancung,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10108,,Bandung,Cilengkrang,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10109,,Bandung,Cileunyi,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10110,,Bandung,Cimaung,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10111,,Bandung,Cimenyan,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10112,,Bandung,Ciparay,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10113,,Bandung,Ciwidey,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10114,,Bandung,Dayeuhkolot,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10115,,Bandung,Ibun,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10116,,Bandung,Kertasari,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10118,,Bandung,Katapang,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10119,,Bandung,Majalaya,BDO,13000,2 - 3,12000,3 - 6,19000,4
BDO10120,,Bandung,Margaasih,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10121,,Bandung,Margahayu,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO10122,,Bandung,Nagreg,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10123,,Bandung,Pacet,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10124,,Bandung,Pameungpeuk,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10125,,Bandung,Pangalengan,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10126,,Bandung,Paseh,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10127,,Bandung,Pasirjambu,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10128,,Bandung,Rancabali,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO10129,,Bandung,Rancaekek,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO10130,,Bandung,Solokan Jeruk,BDO,16000,3 - 6,15000,4 - 7,19000,4
BDO20100,,Cimahi,Cimahi,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO20117,,Cimahi,Cimahi Selatan,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO20118,,Cimahi,Cimahi Tengah,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO20119,,Cimahi,Cimahi Utara,BDO,10000,1 - 2,9000,2 - 3,19000,4
BDO20200,,Sumedang,Sumedang,BDO,13000,2 - 3,12000,3 - 6,19000,4
BDO20201,,Sumedang,Buahdua,BDO,16000,3 - 6,15000,4 - 7,-,4
BDO20203,,Sumedang,Cibugel,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20205,,Sumedang,Cimalaka,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20206,,Sumedang,Cimanggu,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20208,,Sumedang,Conggeang,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20209,,Sumedang,Darmaraja,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20210,,Sumedang,Ganeas,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20214,,Sumedang,Pamulihan,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20215,,Sumedang,Paseh,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20216,,Sumedang,Rancakalong,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20217,,Sumedang,Situraja,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20218,,Sumedang,Sukasari,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20219,,Sumedang,Surian,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20220,,Sumedang,Tanjungkerta,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20221,,Sumedang,Tanjungsari,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20222,,Sumedang,Tomo,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20223,,Sumedang,Ujung Jaya,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20224,,Sumedang,Wado,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20247,,Sumedang,Jatinangor,BDO,10000,1 - 2,9000,2 - 3,19000,5
BDO20248,,Sumedang,Cisarua,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20249,,Sumedang,Cisitu,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20250,,Sumedang,Jatigede,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20251,,Sumedang,Jatinunggal,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20252,,Sumedang,Sumedang Selatan,BDO,16000,3 - 6,15000,4 - 7,19000,5
BDO20253,,Sumedang,Sumedang Utara,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20254,,Sumedang,Tanjungmedar,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20300,,Tasikmalaya,Tasikmalaya,BDO,13000,2 - 3,12000,3 - 6,19000,5
BDO20306,,Tasikmalaya,Cibeureum,BDO,13000,2 - 3,12000,3 - 6,19000,5
BDO20317,,Tasikmalaya,Indihiang,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20321,,Tasikmalaya,Kawalu,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20333,,Tasikmalaya,Cihideung,BDO,13000,2 - 3,12000,3 - 6,19000,5
BDO20334,,Tasikmalaya,Cipedes,BDO,13000,2 - 3,12000,3 - 6,19000,5
BDO20335,,Tasikmalaya,Mangkubumi,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20336,,Tasikmalaya,Tamansari,BDO,13000,2 - 3,12000,3 - 6,19000,5
BDO20337,,Tasikmalaya,Tawang,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20400,,Banjar,Banjar,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20416,,Banjar,Langensari,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20417,,Banjar,Pataruman,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20418,,Banjar,Purwaharja,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20500,,Kab.Ciamis,Ciamis,BDO,13000,2 - 3,12000,3 - 6,19000,5
BDO20501,,Kab.Ciamis,Cihaurbeuti,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20502,,Kab.Ciamis,Cijeungjing,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20503,,Kab.Ciamis,Cikoneng,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20504,,Kab.Ciamis,Cipaku,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20505,,Kab.Ciamis,Jatinagara,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20506,,Kab.Ciamis,Kawali,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20507,,Kab.Ciamis,Panumbangan,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20508,,Kab.Ciamis,Panawangan,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20509,,Kab.Ciamis,Panjalu,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20510,,Kab.Ciamis,Rajadesa,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20511,,Kab.Ciamis,Sadananya,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20512,,Kab.Ciamis,Sukadana,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20513,,Kab.Ciamis,Banjarsari,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20514,,Kab.Ciamis,Cimaragas,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20515,,Kab.Ciamis,Cigugur,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20516,,Kab.Ciamis,Cijulang,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20517,,Kab.Ciamis,Cimerak,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20518,,Kab.Ciamis,Cisaga,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20519,,Kab.Ciamis,Kalipucang,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20520,,Kab.Ciamis,Lakbok,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20521,,Kab.Ciamis,Langkap lancar,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20522,,Kab.Ciamis,Padaherang,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20523,,Kab.Ciamis,Pamarican,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20524,,Kab.Ciamis,Pangandaran,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20525,,Kab.Ciamis,Parigi,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20526,,Kab.Ciamis,Rancah,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20527,,Kab.Ciamis,Tambaksari,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20528,,Kab.Ciamis,Purwadadi,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20529,,Kab.Ciamis,Cidolog,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20530,,Kab.Ciamis,Baregbeg,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20531,,Kab.Ciamis,Lumbung,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20532,,Kab.Ciamis,Mangunjaya,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20533,,Kab.Ciamis,Sidamulih,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20534,,Kab.Ciamis,Sindangkasih,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20600,,Tasikmalaya,Singaparna,BDO,13000,2 - 3,12000,3 - 6,-,5
BDO20601,,Tasikmalaya,Bojonggambir,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20602,,Tasikmalaya,Cigalontang,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20603,,Tasikmalaya,Leuwisari,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20605,,Tasikmalaya,Sariwangi,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20606,,Tasikmalaya,Salawu,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20608,,Tasikmalaya,Sukarame,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20609,,Tasikmalaya,Mangunreja,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20610,,Tasikmalaya,Sodonghilir,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20611,,Tasikmalaya,Taraju,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20612,,Tasikmalaya,Bantarkalong,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20613,,Tasikmalaya,Culamega,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20614,,Tasikmalaya,Ciawi,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20615,,Tasikmalaya,Cibalong,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20616,,Tasikmalaya,Cikatomas,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20617,,Tasikmalaya,Cikalong,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20618,,Tasikmalaya,Cineam,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20619,,Tasikmalaya,Cipatujah,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20620,,Tasikmalaya,Cisayong,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20621,,Tasikmalaya,Jamanis,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20622,,Tasikmalaya,Karangnunggal,BDO,16000,3 - 6,15000,4 - 7,-,5
BDO20623,,Tasikmalaya,Manonjaya,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20624,,Tasikmalaya,Pancatengah,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20625,,Tasikmalaya,Rajapolah,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20626,,Tasikmalaya,Salopa,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20627,,Tasikmalaya,Sukaraja,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20629,,Tasikmalaya,Kadipaten,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20630,,Tasikmalaya,Bojongasih,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20631,,Tasikmalaya,Gunung Tanjung,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20632,,Tasikmalaya,Jatiwaras,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20633,,Tasikmalaya,Karangjaya,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20634,,Tasikmalaya,Padakembang,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20635,,Tasikmalaya,Pagerageung,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20636,,Tasikmalaya,Parungponteng,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20637,,Tasikmalaya,Puspahiang,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20638,,Tasikmalaya,Sukaratu,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20639,,Tasikmalaya,Sukaresik,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20640,,Tasikmalaya,Tanjungjaya,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20642,,Tasikmalaya,Sukahening,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20700,,Garut,"Garut, Garut",BDO,13000,2 - 3,12000,3 - 6,19000,6
BDO20701,,Garut,Banjarwangi,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20702,,Garut,Banyuresmi,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20703,,Garut,Bayongbong,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20704,,Garut,Balubur Limbangan,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20705,,Garut,Bungbulang,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20706,,Garut,Cibatu,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20707,,Garut,Cibalong,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20708,,Garut,Cibiuk,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20709,,Garut,Cikelet,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20710,,Garut,Cikajang,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20711,,Garut,Cilawu,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20712,,Garut,Cisompet,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20713,,Garut,Cisurupan,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20714,,Garut,Cisewu,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20715,,Garut,Kadungora,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20716,,Garut,Karangpawitan,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20717,,Garut,Leles,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20718,,Garut,Leuwigoong,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20719,,Garut,Malangbong,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20720,,Garut,Pakenjeng,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20721,,Garut,Pameungpeuk,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20722,,Garut,Pamulihan,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20723,,Garut,Peundeuy,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20724,,Garut,Samarang,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20725,,Garut,Selaawi,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20726,,Garut,Singajaya,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20727,,Garut,Sukawening,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20728,,Garut,Talegong,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20730,,Garut,Wanaraja,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20734,,Garut,Caringin,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20735,,Garut,Karangtengah,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20736,,Garut,Sukaresmi,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20737,,Garut,Cigedug,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20738,,Garut,Cihurip,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20739,,Garut,Kersamanah,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20740,,Garut,Mekarmukti,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20741,,Garut,Pangatikan,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20742,,Garut,Pasirwangi,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20743,,Garut,Sucinaraja,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20744,,Garut,Tarogong Kaler,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO20745,,Garut,Tarogong Kidul,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO20746,,Garut,Garut Kota,BDO,13000,2 - 3,12000,3 - 6,19000,6
BDO20800,,Purwakarta,Purwakarta,BDO,13000,2 - 3,12000,3 - 6,19000,6
BDO20801,,Purwakarta,Jatiluhur,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO20802,,Purwakarta,Campaka,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO20803,,Purwakarta,Pasawahan,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20804,,Purwakarta,Babakancikao,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO20805,,Purwakarta,Bungursari,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO20806,,Purwakarta,Cibatu,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO20807,,Purwakarta,Plered,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20808,,Purwakarta,Sukatani,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20809,,Purwakarta,Darangdan,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20810,,Purwakarta,Maniis,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20811,,Purwakarta,Tegalwaru,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20812,,Purwakarta,Wanayasa,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20813,,Purwakarta,Sukasari,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20814,,Purwakarta,Pondoksalam,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20820,,Purwakarta,Bojong,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO20821,,Purwakarta,Kiarapedes,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21000,,Bandung Barat,Ngamprah,BDO,10000,1 - 2,9000,2 - 3,-,6
BDO21001,,Bandung Barat,Lembang,BDO,10000,1 - 2,9000,2 - 3,19000,6
BDO21002,,Bandung Barat,Batujajar,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO21003,,Bandung Barat,Cikalong Wetan,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21004,,Bandung Barat,Cililin,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21005,,Bandung Barat,Cipeundeuy,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21006,,Bandung Barat,Cipatat,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21007,,Bandung Barat,Cipongkor,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21008,,Bandung Barat,Cisarua,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21009,,Bandung Barat,Gununghalu,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21010,,Bandung Barat,Padalarang,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO21011,,Bandung Barat,Sindangkerta,BDO,16000,3 - 6,15000,4 - 7,-,6
BDO21012,,Bandung Barat,Cihampelas,BDO,16000,3 - 6,15000,4 - 7,19000,6
BDO21013,,Bandung Barat,Parongpong,BDO,16000,3 - 6,15000,4 - 7,-,6
